"id","CategoryI","CategoryI_Duration","CategoryII","CategoryII_Duration","CategoryIII","CategoryIII_Duration","Bounce_Rate","Exit_Rate","Page_Value","SpecialDay","Month","OS","Browser","Region","TrafficType","VisitorType","Weekend"
3549,1,0,0,0,7,37,0.083333333,0.108333333,0,0.6,"May","1","1","2","4","Returning_Visitor","FALSE"
993,0,0,0,0,1,0,0.2,0.2,0,0,"Mar","1","1","4","9","Returning_Visitor","TRUE"
2686,0,0,0,0,1,0,0.2,0.2,0,0,"May","3","2","3","6","Returning_Visitor","FALSE"
11274,11,208.25,2,109,54,2871.104167,0,0.021468927,0,0,"Nov","2","2","1","2","Returning_Visitor","FALSE"
40,0,0,0,0,9,482,0,0.022222222,0,0,"Feb","2","5","1","6","Returning_Visitor","FALSE"
159,0,0,0,0,1,0,0.2,0.2,0,0,"Feb","1","1","1","3","Returning_Visitor","FALSE"
6899,0,0,1,108.8,10,322.3666667,0,0.009090909,61.80843596,0,"Nov","2","5","4","2","Returning_Visitor","FALSE"
3167,0,0,0,0,2,0,0.2,0.2,0,0,"May","2","2","1","3","Returning_Visitor","FALSE"
401,0,0,0,0,10,236,0,0.026666667,0,0,"Mar","2","2","1","1","Returning_Visitor","FALSE"
2073,4,148.5,1,118,150,4764.429997,0,0.005636724,33.33074497,0,"Mar","2","2","5","2","Returning_Visitor","FALSE"
7781,1,9.1,0,0,9,115.6,0,0.04,0,0,"Oct","2","5","2","3","Returning_Visitor","FALSE"
6301,8,146.5333333,0,0,107,3739.635556,0,0.009316239,2.551140814,0,"Oct","2","2","3","2","Returning_Visitor","FALSE"
5432,0,0,0,0,4,4,0.125,0.175,0,0.8,"May","3","2","4","13","Returning_Visitor","FALSE"
2775,5,103,0,0,16,399,0.021052632,0.056140351,0,0,"May","2","5","1","19","Returning_Visitor","FALSE"
1884,0,0,0,0,9,223,0,0.022222222,0,0,"Mar","3","2","5","2","Returning_Visitor","FALSE"
10624,0,0,0,0,21,604.5,0,0.019047619,0,0,"Nov","2","2","1","13","New_Visitor","FALSE"
124,0,0,0,0,3,41,0,0.066666667,0,0,"Feb","1","1","3","3","Returning_Visitor","FALSE"
9160,6,133.3333333,1,398,129,4653.190245,0.015662578,0.025219763,6.017563943,0,"Nov","3","2","1","3","Returning_Visitor","FALSE"
9201,0,0,0,0,48,1916.873737,0.017391304,0.050362319,0,0,"Dec","2","2","5","1","Returning_Visitor","FALSE"
10922,2,48.5,0,0,77,1069.97381,0.002531646,0.012466437,0,0,"Dec","2","2","3","2","Returning_Visitor","FALSE"
9462,2,109,0,0,9,652.5,0,0.036363636,0,0,"Dec","2","2","3","2","Returning_Visitor","FALSE"
5321,4,63.6,0,0,27,459.9636364,0.007407407,0.033950617,0,0,"May","1","1","1","3","Returning_Visitor","TRUE"
3565,0,0,0,0,3,60,0,0.066666667,0,0,"May","2","2","7","2","Returning_Visitor","TRUE"
7610,3,121.4,1,6,36,1418.377619,0.05787037,0.080562169,0,0,"Jul","2","2","8","1","Returning_Visitor","TRUE"
5191,0,0,0,0,14,340,0,0.015384615,23.388,0,"May","2","2","3","1","Returning_Visitor","TRUE"
3127,0,0,2,193.25,106,5633.538274,0.008878505,0.017232253,0,1,"May","3","2","8","2","Returning_Visitor","TRUE"
8072,0,0,0,0,15,372.0833333,0,0.04,0,0,"Nov","2","2","1","2","New_Visitor","TRUE"
10506,0,0,1,0,0,0,0.2,0.2,0,0,"Nov","1","1","3","15","Returning_Visitor","FALSE"
6947,0,0,0,0,3,66.4,0.066666667,0.1,0,0,"June","3","2","6","11","Returning_Visitor","TRUE"
7749,7,89.95,0,0,37,552.04,0.006976744,0.017829457,0,0,"Aug","1","1","4","3","Returning_Visitor","FALSE"
11069,5,222.75,0,0,31,4374.416667,0.011764706,0.025098039,0,0,"Dec","1","1","2","1","Returning_Visitor","FALSE"
7767,7,46.2,0,0,22,280.0466667,0.00952381,0.012698413,0,0,"Aug","2","2","1","3","New_Visitor","TRUE"
1206,0,0,0,0,12,468,0.016666667,0.033333333,0,0,"Mar","4","1","4","3","Returning_Visitor","FALSE"
681,6,76.33333333,0,0,7,78.83333333,0.004444444,0.010666667,0,0,"Mar","2","2","8","2","Returning_Visitor","FALSE"
10395,2,21.25,0,0,33,968.6444444,0.019191919,0.023480257,0,0,"Nov","3","2","1","8","Returning_Visitor","TRUE"
9923,1,57.5,0,0,22,353.1527778,0,0.009090909,0,0,"Nov","1","2","1","2","New_Visitor","FALSE"
8967,0,0,0,0,1,0,0.2,0.2,0,0,"Nov","1","1","4","1","Returning_Visitor","FALSE"
1510,1,95.5,0,0,7,381.5,0,0.025,0,0,"Mar","1","1","3","2","Returning_Visitor","TRUE"
2235,0,0,0,0,1,0,0.2,0.2,0,0,"May","1","1","4","3","Returning_Visitor","FALSE"
9062,0,0,0,0,17,2641.416667,0.017647059,0.04,0,0,"Nov","3","2","4","13","Returning_Visitor","FALSE"
8895,5,179.875,0,0,47,1011.319444,0.019607843,0.046744236,3.322660364,0,"Nov","3","2","2","1","Returning_Visitor","FALSE"
11552,0,0,0,0,22,493,0,0.00952381,55.5696756,0,"Nov","4","1","9","8","Returning_Visitor","TRUE"
11030,0,0,0,0,37,1212,0.010810811,0.017117117,0,0,"Nov","2","2","6","2","Returning_Visitor","FALSE"
9464,0,0,0,0,1,0,0.2,0.2,0,0,"Dec","3","2","4","11","Returning_Visitor","TRUE"
7686,3,130.35,1,21.2,8,314.85,0,0.018181818,0,0,"June","2","2","5","2","New_Visitor","FALSE"
6721,0,0,0,0,25,1017.966667,0.008333333,0.017361111,0,0,"Aug","3","2","4","1","Returning_Visitor","TRUE"
4112,10,1271.5,0,0,41,1221.138095,0,0.007801418,71.46597872,0,"May","2","2","2","4","Returning_Visitor","FALSE"
3714,1,7,0,0,7,151.5,0,0.025,50.9925,0,"May","2","2","1","1","Returning_Visitor","FALSE"
8479,6,110.5,1,20,137,5380.686996,0.005517241,0.021311846,1.963592426,0,"Nov","2","4","3","10","Returning_Visitor","FALSE"
3668,0,0,1,39,14,443.2083333,0.012,0.058222222,0,0,"May","2","2","1","6","Returning_Visitor","FALSE"
9431,1,82,0,0,62,1243.17619,0.006451613,0.00983871,0,0,"Dec","1","1","6","2","Returning_Visitor","FALSE"
10977,8,974,0,0,32,1003.416667,0.005263158,0.010526316,16.61144026,0,"Dec","2","10","7","2","New_Visitor","TRUE"
47,0,0,0,0,14,222.4,0.017142857,0.057142857,0,0,"Feb","1","1","1","2","Returning_Visitor","FALSE"
5424,1,34,0,0,36,646.2857143,0,0.005882353,0,0,"May","2","4","6","3","Returning_Visitor","FALSE"
6024,0,0,0,0,11,164,0.036363636,0.054545455,0,0,"Jul","2","5","6","1","Returning_Visitor","FALSE"
1273,4,985.5,4,308,6,328,0,0.015384615,0,0,"Mar","2","2","3","2","New_Visitor","FALSE"
4974,0,0,2,23,52,4167.488095,0.009615385,0.024839744,0,0,"May","2","2","3","1","Returning_Visitor","FALSE"
41,1,9,0,0,46,4084.393939,0,0.001794872,0,0,"Feb","2","2","8","4","Returning_Visitor","FALSE"
9381,2,47.5,1,17,40,1202.916667,0.015813953,0.048604651,0,0,"Nov","2","6","1","3","Returning_Visitor","FALSE"
786,0,0,0,0,6,25,0,0.033333333,0,0,"Mar","2","2","1","2","Returning_Visitor","FALSE"
11215,2,17.33333333,0,0,89,3401.3,0.002222222,0.014835979,5.133911853,0,"Nov","2","2","1","2","Returning_Visitor","TRUE"
873,8,274.5,0,0,24,515.5757576,0,0.003703704,0,0,"Mar","3","2","2","2","Returning_Visitor","TRUE"
8789,3,96.5,0,0,8,323.5,0,0.02,0,0,"Dec","1","1","6","2","Returning_Visitor","FALSE"
5064,0,0,0,0,41,881.1666667,0.009756098,0.021138211,0,0.6,"May","2","5","1","3","Returning_Visitor","FALSE"
4875,0,0,0,0,25,1229.25,0.025333333,0.038133333,0,1,"May","3","2","3","4","Returning_Visitor","TRUE"
3859,0,0,0,0,26,1035.821429,0.003846154,0.034935897,0,0,"May","2","7","1","2","Returning_Visitor","FALSE"
9153,8,164.625,0,0,43,1110.579167,0.002083333,0.010671296,16.35594008,0,"Nov","2","2","3","3","Returning_Visitor","FALSE"
10531,0,0,0,0,8,335.25,0.1,0.108333333,0,0,"Nov","3","12","1","1","Returning_Visitor","FALSE"
6655,0,0,0,0,29,453.9,0.101149425,0.128275862,0,0,"Jul","1","1","1","3","Returning_Visitor","FALSE"
5748,10,208.5133333,0,0,17,369.1,0,0.004,0,0,"Sep","3","2","1","6","New_Visitor","FALSE"
3715,4,67,0,0,60,731.3333333,0.034920635,0.038095238,0,0,"May","2","2","6","3","Returning_Visitor","FALSE"
2443,3,45,0,0,10,579.3333333,0,0.022222222,0,0,"May","1","1","2","5","New_Visitor","FALSE"
5408,3,295.6666667,0,0,48,2207.833333,0.001041667,0.016921296,0,0,"May","1","8","3","11","Returning_Visitor","FALSE"
6992,13,314.6107143,0,0,358,9760.690488,0.000830955,0.004094211,0,0,"June","3","2","5","1","Returning_Visitor","FALSE"
3602,9,468.3666667,1,88,114,3772.405525,0,0.001680672,42.41914286,0,"May","2","2","2","14","Returning_Visitor","TRUE"
11343,8,204.1071429,0,0,15,347.7321429,0,0.012280702,18.08071442,0,"Nov","1","1","1","2","New_Visitor","FALSE"
333,4,115.3333333,0,0,64,1588.944444,0.003076923,0.009213675,0,0,"Mar","2","2","1","1","Returning_Visitor","FALSE"
3655,1,68,0,0,20,870.6666667,0,0.020175439,0,0,"May","2","4","3","3","Returning_Visitor","FALSE"
2773,1,11,2,42,37,1517.75,0.019512195,0.041869919,0,1,"May","2","2","1","6","Returning_Visitor","TRUE"
10745,2,31.5,0,0,27,811.8630952,0,0.015873016,0,0,"Nov","1","1","4","8","Returning_Visitor","TRUE"
11408,10,261.5,1,55.5,122,3411.955853,0.01056,0.029876364,0,0,"Nov","2","2","1","13","Returning_Visitor","FALSE"
7628,5,69.03333333,0,0,24,658.8466667,0,0.013793103,42.9845308,0,"Oct","2","6","3","2","Returning_Visitor","FALSE"
5316,1,6,0,0,61,3545.19127,0.008954009,0.057518519,0,0.6,"May","2","2","4","2","Returning_Visitor","FALSE"
9361,3,35,0,0,7,117.0833333,0,0.044444444,0,0,"Nov","2","2","1","2","Returning_Visitor","FALSE"
4451,2,273,1,1,10,384.4,0.044444444,0.043386243,0,0,"May","1","1","1","3","Returning_Visitor","FALSE"
3217,3,69.16666667,0,0,35,869.0611111,0,0.00617284,0,0.8,"May","2","2","1","2","Returning_Visitor","FALSE"
7350,4,822.7666667,0,0,17,1229.466667,0,0.041269841,0,0,"June","2","2","1","16","Returning_Visitor","FALSE"
5022,1,14,1,19,49,1527.583333,0.007843137,0.017647059,8.926823529,0,"May","2","2","9","3","Returning_Visitor","FALSE"
7684,0,0,1,6,65,2349.101818,0.018785882,0.046505418,0,0,"Jul","2","2","2","3","Returning_Visitor","FALSE"
5065,0,0,0,0,2,247,0,0.1,0,0,"May","1","1","1","1","Returning_Visitor","FALSE"
2071,5,53,1,97,66,4891.972222,0,0.002159624,0,0,"Mar","2","2","8","1","Returning_Visitor","FALSE"
8219,1,33.5,0,0,34,1181.85119,0,0.03515625,0,0,"Nov","1","1","1","2","Returning_Visitor","FALSE"
5643,8,77.5,0,0,35,2518.266667,0.01025641,0.012576313,0,0,"Jul","2","2","2","2","New_Visitor","TRUE"
4566,2,51,0,0,25,698.8333333,0,0.008727273,0,0,"May","2","10","1","4","Returning_Visitor","FALSE"
1457,2,17,1,105,9,148.25,0.02,0.022,0,0,"Mar","3","2","1","1","Returning_Visitor","FALSE"
3242,0,0,0,0,39,2643.333333,0,0.012820513,0,0.4,"May","4","1","3","4","Returning_Visitor","FALSE"
5348,0,0,0,0,24,182.4166667,0,0.0375,0,0,"May","2","2","9","2","Returning_Visitor","TRUE"
4914,0,0,0,0,38,1633.833333,0,0.007894737,0,0,"May","2","2","1","1","Returning_Visitor","TRUE"
4738,0,0,0,0,8,358,0.05,0.075,0,1,"May","1","1","1","2","Returning_Visitor","TRUE"
3988,5,389,0,0,5,310.5,0,0.014285714,0,0,"May","2","4","2","2","New_Visitor","FALSE"
11984,0,0,0,0,84,1460.256115,0.004703833,0.013205032,0,0,"Nov","1","1","1","2","Returning_Visitor","TRUE"
2975,0,0,1,0,57,1190.548851,0.007017544,0.027309942,17.16745965,0.6,"May","2","2","1","6","Returning_Visitor","FALSE"
5195,3,138,2,1005,62,2450.435809,0.003125,0.012783365,0,0,"May","2","2","4","4","Returning_Visitor","TRUE"
10858,3,90.5,2,16,47,2986.916667,0.022278912,0.044557823,0,0,"Dec","2","2","8","1","Returning_Visitor","FALSE"
2822,3,62,0,0,13,2038,0,0.021428571,0,0,"May","2","2","8","3","New_Visitor","FALSE"
10323,5,218.8333333,3,54,28,1430.854167,0.018823529,0.022957516,9.509492485,0,"Dec","3","2","1","2","Returning_Visitor","TRUE"
11477,7,360.75,0,0,264,10497.15443,0.00295026,0.012825542,8.833510027,0,"Nov","2","2","3","2","Returning_Visitor","FALSE"
260,0,0,1,0,7,188,0,0.033333333,0,0,"Mar","2","2","1","8","New_Visitor","FALSE"
7230,4,46.4,0,0,3,25.2,0,0,0,0,"Oct","3","2","1","20","Returning_Visitor","FALSE"
6838,9,132.05,4,137,56,1775.89,0,0.025520833,4.365181293,0,"June","4","2","1","1","Returning_Visitor","FALSE"
5839,0,0,3,44,52,1216.364286,0.050909091,0.073225108,0,0,"Sep","3","2","1","13","Returning_Visitor","TRUE"
2857,0,0,0,0,20,1722.866667,0.01,0.075,0,0.2,"May","2","2","6","1","Returning_Visitor","FALSE"
6857,0,0,0,0,15,171.8,0.013333333,0.046666667,0,0,"June","2","2","1","2","Returning_Visitor","FALSE"
7286,4,36.3,2,11,71,3287.216667,0.031506849,0.055342466,0,0,"Sep","4","1","9","3","Returning_Visitor","TRUE"
2058,3,96,0,0,6,384,0,0.025,0,0,"Mar","3","2","1","2","New_Visitor","FALSE"
1649,1,4.75,2,78,67,1231.136508,0.002985075,0.0110199,0,0,"Mar","2","6","1","1","Returning_Visitor","FALSE"
6837,0,0,2,232.7333333,23,1669.024978,0,0.016333333,0,0,"June","3","2","4","2","Returning_Visitor","FALSE"
8610,0,0,0,0,3,98,0,0.066666667,0,0,"Dec","1","1","9","2","Returning_Visitor","FALSE"
353,9,79,1,155.5,55,1743.066667,0,0.004371585,0,0,"Mar","2","2","6","2","Returning_Visitor","FALSE"
1064,4,76,0,0,28,866,0,0.02183908,0,0,"Mar","2","2","4","1","Returning_Visitor","FALSE"
6124,0,0,3,541,32,776.9232515,0.001176471,0.013779093,0,0,"Nov","1","1","3","20","Returning_Visitor","FALSE"
8748,0,0,0,0,4,46.75,0,0.05,0,0,"Nov","1","1","3","3","Returning_Visitor","FALSE"
6916,0,0,0,0,8,316.1333333,0,0.05,0,0,"June","2","2","3","13","Returning_Visitor","FALSE"
11208,4,31,4,106,27,825.1401515,0.006896552,0.025517241,0,0,"Nov","2","2","3","2","Returning_Visitor","TRUE"
1984,9,81,0,0,34,1219.113725,0.007017544,0.022556391,9.517421053,0,"Mar","3","2","3","1","Returning_Visitor","FALSE"
3421,0,0,0,0,119,1243.180556,0,0.007668207,1.809360775,0,"May","2","2","1","2","Returning_Visitor","FALSE"
7274,1,9,0,0,22,1889.25,0,0.024603175,0,0,"Aug","2","2","7","6","Returning_Visitor","FALSE"
2277,7,164.5,0,0,73,3022.478571,0.002631579,0.026472431,4.25425,0,"May","2","2","5","1","Returning_Visitor","FALSE"
4025,3,91.5,0,0,36,1266.5,0.038888889,0.052777778,0,0.4,"May","2","2","1","2","Returning_Visitor","FALSE"
6362,6,158.6704505,1,430.2,146,5602.006712,0.002671513,0.00935218,6.711290592,0,"Nov","2","10","7","2","Returning_Visitor","FALSE"
10878,5,98.91666667,0,0,10,177.5833333,0,0.018181818,0,0,"Nov","4","2","7","2","Returning_Visitor","FALSE"
6884,4,183.6,0,0,19,457.9,0,0.022222222,0,0,"Nov","1","1","1","4","Returning_Visitor","TRUE"
8260,4,69.66666667,1,23,161,6524.035369,0.005050505,0.013944826,45.41882207,0,"Nov","2","2","3","2","Returning_Visitor","FALSE"
1478,0,0,0,0,9,685,0,0.022222222,0,0,"Mar","2","2","7","1","Returning_Visitor","FALSE"
5882,1,32.7,0,0,27,687.1966667,0,0.019393939,0,0,"Nov","3","2","1","1","Returning_Visitor","FALSE"
9558,13,293.5785714,3,26,161,3457.628812,0.006140351,0.018923933,15.988034,0,"Nov","2","5","7","2","Returning_Visitor","TRUE"
12127,1,46.5,0,0,40,2338.95,0.017073171,0.030325203,9.472914356,0,"Nov","1","1","1","3","Returning_Visitor","FALSE"
1914,5,333,2,166,12,151.9,0.031111111,0.064444444,0,0,"Mar","2","2","1","1","Returning_Visitor","FALSE"
3515,7,159.5,0,0,13,362.5,0,0.003921569,0,0,"May","2","2","7","2","New_Visitor","FALSE"
11267,0,0,0,0,12,592.5,0,0.022222222,0,0,"Dec","2","2","1","2","Returning_Visitor","FALSE"
12096,5,169.975,3,106,90,4792.380767,0.004166667,0.007479289,41.55801982,0,"Nov","3","2","6","1","Returning_Visitor","FALSE"
3013,0,0,0,0,5,273.5,0,0.05,0,0,"May","2","2","6","1","Returning_Visitor","FALSE"
11691,5,86.08333333,0,0,11,396.5,0,0.007692308,0,0,"Nov","3","2","3","8","New_Visitor","TRUE"
3123,0,0,0,0,13,324,0,0.003030303,0,0,"May","2","2","2","2","New_Visitor","TRUE"
455,0,0,0,0,5,427,0,0.04,0,0,"Mar","3","3","3","9","Returning_Visitor","TRUE"
11376,0,0,0,0,10,109.1666667,0,0.016666667,0,0,"Nov","3","2","1","3","Returning_Visitor","FALSE"
12278,5,181.8666667,0,0,192,4845.989214,0.005412371,0.022099252,18.67564853,0,"Nov","2","2","1","1","Returning_Visitor","FALSE"
1898,1,34,2,9,3,149,0,0.05,0,0,"Mar","2","2","1","1","Returning_Visitor","FALSE"
12073,0,0,0,0,4,48.5,0.05,0.1,0,0,"Dec","2","2","9","2","New_Visitor","FALSE"
9334,0,0,3,34.3,137,4045.726634,0.009993099,0.021710569,0,0,"Nov","1","2","1","2","Returning_Visitor","FALSE"
12107,0,0,0,0,23,966.3583333,0,0.004081633,0,0,"Nov","3","2","7","2","Returning_Visitor","FALSE"
97,0,0,0,0,6,1566.5,0.05,0.066666667,0,0.2,"Feb","1","1","1","3","Returning_Visitor","FALSE"
12300,0,0,0,0,9,719.5833333,0.022222222,0.055555556,0,0,"Nov","2","4","4","2","Returning_Visitor","FALSE"
4117,0,0,0,0,3,293.5,0,0.133333333,0,0.4,"May","2","2","1","5","Returning_Visitor","FALSE"
11863,1,13,5,425,116,2633.0849,0.004481793,0.010929463,0,0,"Nov","2","2","1","2","Returning_Visitor","FALSE"
1112,0,0,5,14,31,750.5904762,0.007407407,0.036957672,0,0,"Mar","2","2","1","2","Returning_Visitor","FALSE"
9598,5,82,1,137.5,118,2595.095833,0.001680672,0.012371615,38.7483363,0,"Nov","2","2","1","1","Returning_Visitor","FALSE"
5039,9,183.7083333,1,17,80,1143.371078,0.002463054,0.019057903,12.45099015,0,"May","1","1","3","3","Returning_Visitor","TRUE"
7003,5,52.46666667,1,34.8,6,106.3,0,0.02,0,0,"Oct","2","2","3","2","New_Visitor","TRUE"
9893,0,0,0,0,7,295,0.028571429,0.057142857,0,0,"Nov","2","4","1","2","Returning_Visitor","FALSE"
3290,0,0,0,0,8,463,0,0.025,0,0,"May","2","2","3","2","Returning_Visitor","FALSE"
10114,8,162.5,0,0,9,156.5,0.018181818,0.027272727,0,0,"Dec","4","1","4","8","New_Visitor","FALSE"
11537,12,1028.833333,1,3,155,6794.735417,0.002469136,0.015526696,3.726530231,0,"Nov","2","2","1","2","Returning_Visitor","FALSE"
1219,0,0,0,0,6,495,0,0.02,77.96,0,"Mar","1","2","9","2","Returning_Visitor","TRUE"
3405,1,0,0,0,90,5621.599206,0,0.013068182,2.099045455,0,"May","2","2","7","2","Returning_Visitor","FALSE"
5498,1,48.4,0,0,22,2707.386667,0,0.009722222,0,0,"Sep","3","2","1","1","Returning_Visitor","TRUE"
10409,4,118.5,1,8.5,62,2910.632251,0.005833333,0.017587302,25.05062136,0,"Nov","3","2","1","2","Returning_Visitor","FALSE"
9289,0,0,0,0,2,145.5,0,0.05,0,0,"Nov","1","1","3","2","New_Visitor","FALSE"
2220,0,0,0,0,7,212,0.028571429,0.028571429,0,0.4,"May","3","3","5","1","Returning_Visitor","FALSE"
6514,0,0,2,5,5,122.4,0.028571429,0.042857143,0,0,"Jul","3","2","2","4","Returning_Visitor","TRUE"
668,3,68,0,0,8,306,0,0.008888889,0,0,"Mar","1","1","9","3","New_Visitor","TRUE"
9144,0,0,0,0,6,269.25,0,0.008333333,0,0,"Nov","3","2","1","11","New_Visitor","FALSE"
3637,0,0,0,0,4,59,0.125,0.175,0,0.8,"May","2","2","4","1","Returning_Visitor","FALSE"
10410,0,0,0,0,9,1626,0.022222222,0.077777778,0,0,"Nov","2","2","3","2","Returning_Visitor","FALSE"
6599,2,22.2,0,0,10,163.9,0,0.018181818,0,0,"Nov","2","2","1","2","Returning_Visitor","FALSE"
9856,0,0,0,0,4,184.3333333,0.1,0.0875,0,0,"Dec","3","2","3","2","Returning_Visitor","FALSE"
2780,0,0,0,0,13,178.8333333,0,0.038461538,0,0.6,"May","2","2","1","2","Returning_Visitor","FALSE"
5516,0,0,0,0,11,267.5666667,0,0.009090909,7.68745056,0,"Oct","2","2","1","3","New_Visitor","FALSE"
10813,0,0,0,0,2,8,0,0.1,0,0,"Dec","1","1","1","2","New_Visitor","TRUE"
9982,4,364.3333333,2,19,85,3642.066026,0.007777778,0.029549858,5.052145956,0,"Nov","2","2","1","1","Returning_Visitor","FALSE"
11184,0,0,0,0,89,3614.105147,0.006439394,0.020569813,0,0,"Nov","1","1","1","2","Returning_Visitor","TRUE"
8233,3,68.58333333,0,0,72,1781.191667,0.008219178,0.015174871,0,0,"Nov","1","1","1","8","Returning_Visitor","TRUE"
6480,1,4,0,0,28,877.6666667,0,0.003571429,0,0,"Nov","2","2","9","2","New_Visitor","TRUE"
7158,1,38.2,1,9,21,1290.5,0,0,86.12351528,0,"Nov","2","2","9","2","New_Visitor","FALSE"
1588,0,0,0,0,5,218,0,0.04,0,0,"Mar","2","2","1","2","Returning_Visitor","FALSE"
7128,7,234.4333333,0,0,85,6743.39876,0.013768116,0.033907028,0,0,"Oct","2","2","8","13","Returning_Visitor","FALSE"
9576,7,743.5824176,4,909.25,337,11835.10389,0.005228377,0.015719446,0,0,"Nov","1","2","1","2","Returning_Visitor","FALSE"
10349,0,0,0,0,13,562.25,0,0.015384615,34.97250838,0,"Nov","1","1","1","2","New_Visitor","FALSE"
6079,2,17.2,0,0,0,0,0,0.05,0,0,"Sep","2","2","2","6","New_Visitor","TRUE"
2108,0,0,0,0,12,896.5,0.008333333,0.025,14.6895,0.6,"May","2","5","1","5","Returning_Visitor","FALSE"
3583,1,15,0,0,29,1397.5,0.011555556,0.046190476,0,0.8,"May","2","4","7","3","Returning_Visitor","FALSE"
10989,0,0,2,38.25,51,2767.97619,0.003846154,0.030128205,0,0,"Dec","2","5","1","2","Returning_Visitor","FALSE"
9269,0,0,0,0,25,314.6964286,0,0.015666667,0,0,"Dec","2","2","3","2","Returning_Visitor","TRUE"
11245,2,93,2,221,41,716.7916667,0.008888889,0.041481481,0,0,"Nov","2","2","3","2","Returning_Visitor","FALSE"
8490,3,74,0,0,44,844.9416667,0.004444444,0.015925926,0,0,"Dec","1","2","1","10","Returning_Visitor","FALSE"
2609,0,0,0,0,28,2524,0.008928571,0.051785714,0,0,"May","2","2","1","3","Returning_Visitor","TRUE"
7196,2,152,0,0,13,241.5833333,0.013333333,0.013333333,0,0,"Sep","1","1","1","2","New_Visitor","FALSE"
1044,0,0,0,0,6,75,0,0.016666667,0,0,"Mar","1","1","1","2","Returning_Visitor","FALSE"
2682,0,0,0,0,12,689.75,0,0.083333333,0,0,"May","2","4","3","4","Returning_Visitor","FALSE"
948,3,1373.5,0,0,43,2798.07381,0,0.010971006,2.915511628,0,"Mar","2","6","2","3","Returning_Visitor","FALSE"
2489,5,230.3333333,2,64,33,964.047619,0,0.022857143,0,0,"May","3","2","7","6","Returning_Visitor","FALSE"
6559,8,85.48223443,1,5.5,227,3818.308629,0.007264957,0.018863427,0.154821253,0,"Oct","2","2","1","13","Returning_Visitor","FALSE"
11280,4,364.5,0,0,27,955.525,0.013333333,0.022222222,0,0,"Nov","3","2","3","1","Returning_Visitor","TRUE"
4822,0,0,0,0,9,165,0,0.022222222,0,1,"May","2","2","4","4","Returning_Visitor","TRUE"
11822,9,188.5638298,0,0,199,7750.537279,0.007911051,0.021772308,3.012181822,0,"Nov","3","2","4","13","Returning_Visitor","FALSE"
8841,0,0,0,0,7,270.75,0,0.057142857,0,0,"Dec","1","1","4","2","Returning_Visitor","TRUE"
2584,4,82.16666667,0,0,45,673.4813797,0.016326531,0.025194363,15.15205714,0.2,"May","2","2","7","2","Returning_Visitor","FALSE"
9729,1,0,0,0,9,300.3333333,0.041666667,0.06875,0,0,"Dec","3","2","9","1","Returning_Visitor","FALSE"
10283,0,0,0,0,1,0,0.2,0.2,0,0,"Dec","2","4","7","1","Returning_Visitor","FALSE"
4049,5,543,6,320.5,20,2039,0,0.016296296,25.38925926,0,"May","2","2","1","2","Returning_Visitor","FALSE"
538,0,0,0,0,6,185,0,0.1,0,0,"Mar","1","1","1","10","Returning_Visitor","FALSE"
4542,3,377,0,0,14,634,0,0.013333333,0,0,"May","1","1","8","15","New_Visitor","TRUE"
1803,0,0,2,90,9,103.6666667,0.018181818,0.061818182,0,0,"Mar","3","2","1","1","Returning_Visitor","FALSE"
7960,2,124.4,2,7,7,294.6,0,0.02,0,0,"June","3","2","6","11","New_Visitor","FALSE"
1545,7,250.3333333,0,0,7,180.3333333,0,0.02,0,0,"Mar","2","2","1","2","New_Visitor","TRUE"
6063,4,69.23333333,3,1657.3,26,2306.047619,0.046666667,0.076388889,5.761347436,0,"Oct","1","1","2","3","Returning_Visitor","FALSE"
385,0,0,0,0,2,254,0,0.1,0,0,"Mar","3","2","4","1","Returning_Visitor","FALSE"
11364,12,297.2083333,0,0,38,778.675,0.004347826,0.020434783,13.28070081,0,"Dec","1","1","9","3","Returning_Visitor","FALSE"
1765,2,37,0,0,21,775.3333333,0,0.009090909,0,0,"Mar","4","1","1","2","Returning_Visitor","TRUE"
12274,0,0,0,0,7,205.5,0,0.042857143,0,0,"Nov","3","2","9","13","Returning_Visitor","FALSE"
4041,0,0,0,0,26,364.6666667,0.065384615,0.086538462,0,0.8,"May","2","2","3","13","Returning_Visitor","FALSE"
10382,1,78,0,0,2,25.75,0,0.066666667,0,0,"Nov","4","2","6","8","New_Visitor","FALSE"
2079,5,129.5,0,0,13,1507.333333,0.016666667,0.028125,0,0,"Mar","2","2","3","2","Returning_Visitor","FALSE"
5548,0,0,0,0,26,1114.733333,0.015384615,0.026098901,26.13034871,0,"Nov","3","2","9","20","Returning_Visitor","TRUE"
11500,0,0,0,0,8,190.1590909,0.05625,0.055357143,0,0,"Dec","1","1","7","3","Returning_Visitor","FALSE"
7857,10,471.06,0,0,171,5830.91,0.001098901,0.005494505,0,0,"Oct","2","10","4","2","Returning_Visitor","FALSE"
9369,0,0,0,0,2,15,0,0.1,0,0,"Dec","2","2","9","1","Returning_Visitor","FALSE"
11098,3,45.5,0,0,13,661.9166667,0,0.025,0,0,"Nov","2","2","1","2","New_Visitor","FALSE"
8517,6,77.5,0,0,71,1361.780952,0,0.014003044,0,0,"Dec","2","2","9","2","Returning_Visitor","FALSE"
2551,0,0,0,0,7,50.5,0.057142857,0.1,0,0,"May","3","2","1","3","Returning_Visitor","TRUE"
