"CategoryI","CategoryI_Duration","CategoryII","CategoryII_Duration","CategoryIII","CategoryIII_Duration","Bounce_Rate","Exit_Rate","Page_Value","SpecialDay","Month","OS","Browser","Region","TrafficType","VisitorType","Weekend","Transaction"
4,56,0,0,10,709,0,0.016666667,0,0,"Mar","2","2","1","2","New_Visitor","FALSE",0
7,280,0,0,21,612.75,0,0.008695652,43.81043478,0,"May","2","2","2","1","Returning_Visitor","FALSE",1
0,0,2,13,45,3740.291667,0.012765957,0.041884498,0,0,"Dec","2","10","1","1","Returning_Visitor","TRUE",0
0,0,0,0,16,423.1833333,0.0125,0.016071429,0,0,"Nov","3","2","7","10","Returning_Visitor","FALSE",0
2,28,0,0,9,163.375,0,0.018181818,0,0,"Dec","1","2","3","2","New_Visitor","FALSE",0
4,132,1,23,24,1614.22619,0,0.014285714,0,0,"May","2","2","1","4","Returning_Visitor","FALSE",0
0,0,0,0,4,72,0,0,35.34967016,0,"Sep","3","2","3","2","Returning_Visitor","TRUE",1
4,52,1,7,46,3087,0.003773585,0.021383648,16.94643793,0,"Mar","2","2","3","8","Returning_Visitor","FALSE",1
0,0,0,0,1,0,0.2,0.2,0,0,"Nov","1","1","2","2","Returning_Visitor","FALSE",0
2,30,1,0,24,567.25,0,0.011538462,0,0,"Dec","2","5","1","2","Returning_Visitor","FALSE",0
0,0,0,0,91,3511.833059,0.002247191,0.007151775,0,0,"Dec","3","2","1","1","Returning_Visitor","FALSE",0
0,0,0,0,3,80,0.166666667,0.177777778,0,0,"Nov","1","1","6","1","Returning_Visitor","FALSE",0
11,104.1944444,3,8,75,1753.761111,0.002380952,0.018278388,20.04842101,0,"Nov","2","2","3","2","Returning_Visitor","FALSE",1
0,0,0,0,12,115,0.083333333,0.1,0,0,"Dec","3","2","8","1","Returning_Visitor","FALSE",0
0,0,0,0,140,4096.090152,0.003809524,0.011870748,0,0,"Nov","2","5","7","1","Returning_Visitor","FALSE",0
0,0,0,0,1,0,0.2,0.2,0,0,"Nov","3","2","3","3","Returning_Visitor","FALSE",0
0,0,0,0,2,19.2,0.1,0.15,0,0,"Sep","3","2","3","1","Returning_Visitor","FALSE",0
4,47,1,49.5,28,687.4670635,0.013978495,0.02734255,108.9089884,0,"Nov","1","1","1","2","Returning_Visitor","TRUE",1
4,66.83333333,0,0,125,3075.978608,0.00962963,0.022299824,0,0,"Nov","2","5","3","1","Returning_Visitor","FALSE",1
4,785.2166667,0,0,8,450.8,0.016666667,0.016666667,0,0,"Sep","3","2","3","5","Returning_Visitor","FALSE",0
0,0,0,0,13,474.6818182,0.015384615,0.029230769,0,0,"May","3","2","4","3","Returning_Visitor","FALSE",0
0,0,0,0,9,246.5,0.125925926,0.138888889,0,0,"Nov","1","1","3","1","Returning_Visitor","FALSE",0
0,0,0,0,6,387,0.133333333,0.166666667,0,0,"May","2","2","3","3","Returning_Visitor","FALSE",0
0,0,2,48.5,59,2195.283333,0.009836066,0.030601093,0,0,"Nov","2","2","7","2","Returning_Visitor","FALSE",1
0,0,0,0,48,476.3600939,0.000694444,0.028639403,0,0,"Aug","1","1","1","2","Returning_Visitor","FALSE",0
0,0,0,0,30,950.8333333,0.006666667,0.02,0,0,"May","2","5","8","4","Returning_Visitor","FALSE",0
0,0,0,0,11,276,0,0.011111111,0,0,"May","2","2","1","1","Returning_Visitor","FALSE",0
0,0,0,0,6,127,0,0.016666667,0,0.8,"May","2","2","3","4","Returning_Visitor","FALSE",0
12,209.375,0,0,43,2754.117424,0.0046875,0.033875153,13.68108942,0,"Dec","3","2","3","2","Returning_Visitor","FALSE",0
16,825.9400176,1,120.8,109,2110.422354,0.005177873,0.014936612,2.491316021,0,"Aug","2","2","7","1","Returning_Visitor","FALSE",0
0,0,0,0,44,2588.154762,0.009090909,0.027272727,0,0,"Dec","2","2","1","1","Returning_Visitor","FALSE",0
6,207.0928571,1,52.4,35,2239.502857,0.010833333,0.024333333,0,0,"Nov","1","1","8","3","Returning_Visitor","FALSE",0
0,0,0,0,8,719.2,0.058333333,0.067708333,0,0,"Nov","3","2","3","13","Returning_Visitor","FALSE",0
1,235,0,0,3,127.6,0,0.025,0,0,"Dec","2","2","1","2","New_Visitor","FALSE",0
0,0,0,0,5,24,0,0.05,0,0.2,"May","2","2","4","1","Returning_Visitor","FALSE",0
0,0,0,0,10,111,0,0.02,0,0,"Mar","2","4","7","3","Returning_Visitor","FALSE",0
5,413.5,0,0,25,3484.233333,0,0.02,0,0,"Mar","2","4","1","3","Returning_Visitor","TRUE",0
1,94,0,0,54,1210.921324,0.005454545,0.008671329,0,0,"Dec","2","2","3","1","Returning_Visitor","FALSE",0
0,0,0,0,3,780,0.066666667,0.066666667,0,0.4,"Feb","2","4","1","3","Returning_Visitor","FALSE",0
2,6,0,0,38,876.4766667,0,0.014529915,6.328693274,0,"Oct","3","2","1","1","Returning_Visitor","FALSE",1
5,242.125,3,176,10,225.8333333,0,0.024509804,0,0,"Nov","2","2","7","2","Returning_Visitor","FALSE",0
0,0,2,6,50,3831.1,0,0.017307692,0,0,"Nov","2","2","1","10","Returning_Visitor","FALSE",0
1,0,0,0,34,2161.979365,0.00625,0.020233586,0,0,"Mar","3","2","1","1","Returning_Visitor","FALSE",0
0,0,0,0,10,224,0,0.01,0,0.4,"May","2","2","1","4","Returning_Visitor","FALSE",0
0,0,0,0,7,858.5,0.028571429,0.071428571,0,0.4,"May","2","5","1","1","Returning_Visitor","FALSE",0
3,28.125,0,0,50,1032.008333,0.008,0.014133333,0,0,"Nov","2","2","1","2","Returning_Visitor","TRUE",0
0,0,0,0,30,1791.7,0.013333333,0.031111111,0,0,"Mar","2","4","1","3","Returning_Visitor","FALSE",0
1,78,1,14,37,935.5571429,0,0.027027027,67.73686486,0,"May","2","2","1","3","Returning_Visitor","FALSE",0
7,98.73333333,2,229.8,151,4249.12,0.013402778,0.041166667,5.88595629,0,"Jul","2","5","3","3","Returning_Visitor","FALSE",0
0,0,0,0,113,5178.531731,0.003896104,0.030191572,0,0,"Nov","2","2","3","2","Returning_Visitor","FALSE",1
7,194.0833333,1,71.25,15,446.25,0,0.015686275,0,0,"Dec","2","2","1","2","Returning_Visitor","FALSE",0
0,0,0,0,18,346.5666667,0.02962963,0.062962963,0,0,"Nov","2","2","3","2","Returning_Visitor","FALSE",0
5,99.66666667,0,0,14,1714.166667,0,0.022222222,33.196,0,"May","2","2","1","2","Returning_Visitor","FALSE",0
0,0,0,0,17,766.5,0,0.0125,61.9395,0,"Mar","2","2","1","2","New_Visitor","TRUE",1
3,126.5,0,0,36,576.8571429,0.005555556,0.01087963,0,0,"Dec","1","1","4","3","Returning_Visitor","FALSE",0
6,73.3,1,0,120,2872.719031,0.000226757,0.011948854,5.915342917,0,"Aug","2","2","2","1","Returning_Visitor","FALSE",0
1,0,0,0,2,66.5,0,0.1,0,0,"Dec","2","2","9","2","Returning_Visitor","TRUE",0
0,0,0,0,15,75,0.08,0.12,0,0.6,"May","2","2","6","2","Returning_Visitor","FALSE",0
0,0,0,0,12,312.35,0,0.041666667,0,0,"Nov","2","2","1","2","Returning_Visitor","FALSE",0
0,0,0,0,9,531,0,0.011111111,0,0.8,"May","4","1","1","2","Returning_Visitor","FALSE",0
0,0,0,0,3,35,0,0.066666667,0,0,"Nov","4","1","1","1","Returning_Visitor","FALSE",0
2,30,0,0,176,4126.353297,0.001363636,0.011363949,22.02197159,0.6,"May","2","2","7","2","Returning_Visitor","FALSE",1
4,304.6,0,0,7,137.6,0,0.0375,0,0,"Aug","3","2","1","5","New_Visitor","FALSE",0
3,131.75,0,0,52,1701.857143,0.0032,0.01918951,0,0,"May","1","1","5","1","Returning_Visitor","FALSE",0
0,0,3,96.5,76,1966.092332,0.007876231,0.014700317,0,0,"Dec","3","2","1","2","Returning_Visitor","FALSE",1
0,0,1,0,56,1510.006667,0.074137931,0.094482759,0,0,"Aug","3","2","1","3","Returning_Visitor","FALSE",0
0,0,0,0,2,0,0.2,0.2,0,0,"Mar","2","2","1","1","Returning_Visitor","FALSE",0
0,0,0,0,5,112,0,0.02,0,0,"Mar","3","2","1","2","Returning_Visitor","TRUE",0
3,82.5,1,56.5,54,2295,0.007272727,0.014545455,0,0,"Dec","1","1","1","10","Returning_Visitor","TRUE",0
0,0,0,0,10,228,0,0.06,0,0,"Nov","2","10","1","1","Returning_Visitor","TRUE",0
1,0,0,0,20,2270.833333,0,0.023809524,10.23187302,0,"Mar","2","2","3","6","Returning_Visitor","FALSE",1
0,0,0,0,14,152,0.057142857,0.057142857,0,0,"Dec","1","1","4","3","Returning_Visitor","FALSE",0
1,53,0,0,10,1331,0,0.022222222,49.388,0,"May","2","2","1","4","Returning_Visitor","TRUE",1
5,95.1,4,116.8,53,1696.567619,0.003508772,0.017602339,0,0,"Oct","2","2","5","2","Returning_Visitor","FALSE",0
0,0,0,0,10,226.8333333,0,0.01,0,0,"Mar","1","1","1","2","Returning_Visitor","TRUE",0
6,109.6,0,0,17,495.1,0,0.01,0,0,"Oct","2","4","8","2","New_Visitor","FALSE",0
0,0,0,0,23,790.1666667,0,0.026086957,0,0.8,"May","3","2","2","13","Returning_Visitor","FALSE",0
14,375.2785714,0,0,156,5432.836783,0.010009921,0.029074729,2.992267778,1,"May","2","2","6","1","Returning_Visitor","TRUE",0
0,0,0,0,1,0,0.2,0.2,0,0,"Mar","2","2","1","1","Returning_Visitor","FALSE",0
0,0,0,0,1,0,0.2,0.2,0,0,"Feb","1","1","3","3","Returning_Visitor","FALSE",0
4,93.75,0,0,70,2161.388889,0.008767123,0.017491169,0,0,"Nov","1","1","1","2","Returning_Visitor","FALSE",1
0,0,1,0,1,13,0,0.1,0,0,"Mar","3","2","3","1","Returning_Visitor","FALSE",0
0,0,0,0,9,640.6666667,0,0.011111111,0,0,"Mar","3","2","7","1","Returning_Visitor","TRUE",0
0,0,0,0,1,0,0.2,0.2,0,0,"Nov","2","2","1","13","Returning_Visitor","FALSE",0
3,36.2,0,0,2,4,0,0.04,27.79373861,0,"Oct","2","2","6","2","New_Visitor","TRUE",0
0,0,0,0,7,61.5,0.028571429,0.085714286,0,0,"Dec","2","4","3","1","Returning_Visitor","FALSE",0
0,0,0,0,1,0,0.2,0.2,0,0,"Jul","2","4","7","1","Returning_Visitor","FALSE",0
4,315,0,0,8,465.8333333,0,0.024242424,0,0,"Mar","3","2","3","3","Returning_Visitor","TRUE",0
1,0,0,0,4,795,0.066666667,0.111111111,0,0,"Nov","3","2","9","6","Returning_Visitor","TRUE",0
6,176.6,2,204.4,45,789.3666667,0,0.004255319,0,0,"June","2","5","7","2","New_Visitor","FALSE",0
0,0,0,0,58,1893.444444,0.002380952,0.019047619,0,0,"Nov","1","1","6","10","Returning_Visitor","TRUE",1
1,120,1,85,33,616.4333333,0,0.005714286,0,0,"May","2","2","5","2","New_Visitor","FALSE",0
5,47.33333333,0,0,4,34.83333333,0.028571429,0.035714286,0,0,"May","3","2","2","5","Returning_Visitor","FALSE",0
0,0,0,0,1,0,0.2,0.2,0,1,"May","4","1","2","3","Returning_Visitor","TRUE",0
0,0,0,0,6,227.3333333,0,0.013333333,0,0,"May","3","2","3","2","New_Visitor","TRUE",0
0,0,0,0,17,933.4166667,0.031932773,0.043075335,0,0,"Mar","3","2","1","3","Returning_Visitor","FALSE",0
6,141.9166667,2,1060.75,136,8777.613879,0.007159986,0.016360941,21.3825758,0,"Dec","3","2","1","2","Returning_Visitor","FALSE",1
0,0,0,0,3,28,0,0.066666667,0,0,"May","4","1","1","3","Returning_Visitor","FALSE",0
0,0,0,0,20,676.1666667,0,0.025,0,0,"Nov","2","2","3","2","Returning_Visitor","FALSE",0
5,237.25,1,181,63,3445.0125,0.011897436,0.028190306,0,0,"Dec","3","2","1","2","Returning_Visitor","FALSE",0
0,0,0,0,20,950.3285714,0.072108844,0.086507937,0,1,"May","2","2","4","1","Returning_Visitor","TRUE",0
0,0,0,0,17,418.3333333,0,0.025,0,0,"Nov","2","6","1","2","New_Visitor","FALSE",0
2,27,0,0,23,1278.090909,0,0.008333333,0,0,"Mar","2","2","2","2","New_Visitor","TRUE",0
1,73,0,0,32,593,0,0.013541667,0,0,"Nov","2","2","3","6","Returning_Visitor","FALSE",0
2,8,2,90.2,13,1286.050476,0.0125,0.019886364,0,0,"Aug","2","2","3","2","Returning_Visitor","FALSE",0
12,194.0362319,3,61.5,36,625.308112,0.011627907,0.032461962,0,0,"May","3","2","1","1","Returning_Visitor","FALSE",0
0,0,0,0,5,126.0833333,0.04,0.053333333,0,0,"Nov","3","2","7","13","Returning_Visitor","FALSE",0
0,0,0,0,28,1425.583333,0.014814815,0.026984127,14.59072178,0,"Dec","2","4","4","1","Returning_Visitor","FALSE",0
0,0,0,0,49,579.5833333,0,0.00625,0,0,"May","2","2","3","1","Returning_Visitor","FALSE",0
0,0,0,0,1,0,0.2,0.2,0,0,"May","1","1","4","3","Returning_Visitor","FALSE",0
0,0,0,0,10,199.6666667,0.01,0.045,0,0,"Nov","3","2","4","3","Returning_Visitor","FALSE",0
0,0,0,0,13,635.3333333,0,0.009090909,0,0,"Mar","2","2","4","1","Returning_Visitor","FALSE",0
0,0,0,0,11,887,0.054545455,0.096969697,0,0,"Nov","2","5","3","1","Returning_Visitor","FALSE",0
0,0,1,14,104,7181.877778,0.008843537,0.023737786,0,0,"Nov","2","2","1","2","Returning_Visitor","FALSE",0
11,228.0277778,1,32,17,457.7957265,0.007258065,0.044351348,0,0,"Mar","1","2","9","8","Returning_Visitor","FALSE",0
0,0,0,0,15,310.1666667,0,0.006666667,0,0,"Feb","1","1","4","4","Returning_Visitor","FALSE",0
3,81.5,0,0,3,40.5,0,0.04,0,0,"Nov","1","1","1","8","New_Visitor","FALSE",0
4,149.25,0,0,27,1212.809524,0,0.020967742,14.89210837,0,"Mar","2","2","7","2","Returning_Visitor","FALSE",1
6,169.5666667,0,0,21,1853.535714,0,0.021727273,0,0,"May","3","2","4","4","Returning_Visitor","TRUE",0
3,27,0,0,10,1579.375,0.0125,0.06,0,0,"Nov","2","2","1","2","Returning_Visitor","FALSE",0
0,0,0,0,15,612,0,0.013333333,0,0,"Nov","1","2","8","2","Returning_Visitor","TRUE",0
1,185,6,263,6,133.3333333,0,0.019230769,0,0,"Mar","3","2","3","3","Returning_Visitor","FALSE",0
5,93.8,0,0,45,2139.7,0,0.004081633,20.2755559,0,"Sep","2","4","2","2","New_Visitor","FALSE",1
0,0,1,16,8,308,0,0.025,35.091,0,"May","2","4","1","2","Returning_Visitor","FALSE",1
0,0,0,0,1,0,0.2,0.2,0,0,"Nov","1","2","7","10","Returning_Visitor","FALSE",0
3,37,1,9,17,1075.713095,0.011111111,0.034920635,0,0,"May","3","2","1","2","Returning_Visitor","TRUE",0
2,98,0,0,20,401.5,0,0.003333333,0,0,"May","2","5","1","2","Returning_Visitor","TRUE",0
0,0,0,0,11,225.5,0.018181818,0.054545455,0,0,"Nov","2","5","4","11","Returning_Visitor","FALSE",0
0,0,0,0,19,196.5,0,0.021052632,0,0,"May","2","2","7","1","Returning_Visitor","TRUE",0
2,47,0,0,17,411.625,0,0.023529412,0,0,"Mar","2","2","4","3","Returning_Visitor","FALSE",0
1,4,0,0,37,1296.942857,0.013888889,0.039814815,0,0.8,"May","2","2","4","2","Returning_Visitor","FALSE",0
7,238.4666667,7,300.9,33,1801.371429,0.0055,0.040415616,8.08269,0,"May","2","1","1","4","Returning_Visitor","TRUE",0
0,0,1,59.5,37,925.6666667,0,0.007894737,0,0,"Nov","3","2","4","2","Returning_Visitor","TRUE",0
4,15.5,0,0,15,312.7,0.01,0.045,0,0.8,"May","4","1","3","2","Returning_Visitor","FALSE",0
1,18.5,0,0,12,208,0.045454545,0.081818182,0,0,"Mar","2","2","4","1","Returning_Visitor","FALSE",0
8,264.8095238,0,0,35,1039.887446,0.009756098,0.035656214,0,0,"Dec","2","2","3","2","Returning_Visitor","FALSE",0
2,103.3,0,0,38,1649.766667,0,0.011965812,0,0,"Oct","1","1","3","3","Returning_Visitor","FALSE",0
3,62.14285714,0,0,23,1046.916667,0,0.004347826,17.37391304,0,"May","2","2","7","1","Returning_Visitor","TRUE",1
1,28,0,0,19,362,0,0.005555556,0,0,"May","2","2","7","5","Returning_Visitor","FALSE",0
0,0,1,0,16,503,0,0.037647059,0,0,"Nov","2","2","1","1","Returning_Visitor","FALSE",0
10,170.15,0,0,11,71.35,0,0.002352941,0,0,"Aug","2","2","1","2","New_Visitor","FALSE",0
0,0,0,0,3,172,0,0.066666667,0,0,"Dec","2","13","9","20","Returning_Visitor","FALSE",0
3,116.5,0,0,15,320.25,0,0.005882353,0,0,"Dec","1","1","4","6","Returning_Visitor","TRUE",0
8,97.6,0,0,24,498.9,0,0.01875,5.818151241,0,"Oct","2","2","1","2","Returning_Visitor","FALSE",1
4,140.0666667,0,0,74,3146.709481,0.0192,0.042311111,0.93770521,0,"Jul","1","1","1","1","Returning_Visitor","FALSE",0
0,0,0,0,32,1589.625,0,0.012903226,15.63731434,0,"Dec","2","2","6","1","Returning_Visitor","FALSE",0
8,1592.916667,2,146.6666667,14,1722.583333,0,0.031578947,0,0,"Nov","4","1","3","8","New_Visitor","FALSE",1
0,0,0,0,2,3,0,0.1,0,0.6,"May","2","10","3","1","Returning_Visitor","FALSE",0
0,0,0,0,2,12,0,0.1,0,0,"Mar","1","1","5","3","Returning_Visitor","FALSE",0
2,569,1,58.5,23,941.6994048,0,0.008,9.331744184,0,"Dec","2","2","4","2","New_Visitor","FALSE",1
4,74,2,629,149,5042.458059,0.003870968,0.007285123,18.36804916,0,"Mar","2","2","1","2","Returning_Visitor","FALSE",1
0,0,0,0,33,960.125,0.006060606,0.019292929,0,0,"Dec","2","6","1","3","Returning_Visitor","TRUE",0
6,78.51333333,1,63.4,110,1691.236147,0.003448276,0.019359924,19.18310758,0,"Aug","2","2","7","4","Returning_Visitor","TRUE",0
0,0,0,0,18,4293.4,0.041176471,0.064705882,0,0,"Nov","2","2","3","1","Returning_Visitor","FALSE",0
0,0,0,0,12,304.75,0,0.025,0,0.8,"May","1","2","3","4","Returning_Visitor","FALSE",0
0,0,0,0,2,17,0,0.1,0,0,"May","2","2","2","4","Returning_Visitor","FALSE",0
3,315.3333333,1,141.5,42,3009.0875,0.004021164,0.0323655,0,0,"Nov","1","1","1","1","Returning_Visitor","FALSE",0
8,194.2916667,5,759.5,23,1291.35119,0.013131313,0.020454545,41.67776195,0,"Dec","3","3","1","2","Returning_Visitor","TRUE",0
4,118.75,0,0,66,2556.220833,0.018732493,0.02229101,0,0,"Nov","3","2","1","13","Returning_Visitor","FALSE",0
5,126.25,0,0,15,286.5166667,0.005263158,0.01754386,0,0,"Dec","1","1","2","10","Returning_Visitor","FALSE",0
0,0,0,0,2,28.2,0,0.1,0,0,"Jul","2","2","1","1","Returning_Visitor","FALSE",0
7,45.41666667,0,0,35,653.8595238,0,0.027350427,19.78456264,0,"Dec","2","2","1","8","Returning_Visitor","FALSE",0
0,0,0,0,16,156.5333333,0,0.04375,0,0,"Mar","2","4","1","3","Returning_Visitor","FALSE",0
0,0,0,0,1,0,0.2,0.2,0,0,"Jul","3","2","1","4","Returning_Visitor","FALSE",0
4,117.32,2,15,230,6978.613711,0.015327635,0.036530714,0,0,"Jul","2","2","6","1","Returning_Visitor","TRUE",0
1,5,1,70.5,125,3507.010877,0.005645161,0.013874153,0,0,"Nov","4","1","4","2","Returning_Visitor","FALSE",0
0,0,0,0,34,933.85,0.021875,0.031505682,0,0,"Nov","1","1","1","2","Returning_Visitor","TRUE",0
7,188.1666667,0,0,52,1089.642857,0.003508772,0.010233918,20.11792982,0,"May","2","5","6","5","Returning_Visitor","TRUE",1
0,0,0,0,9,348.75,0,0.02962963,0,0,"Dec","2","5","1","1","Returning_Visitor","FALSE",0
2,28.2,0,0,16,312.2,0.033333333,0.048148148,0,0,"Oct","2","2","1","1","Returning_Visitor","FALSE",0
9,169.5,2,724,31,706.9837662,0.005714286,0.023761905,0,0,"May","1","1","1","1","Returning_Visitor","FALSE",0
0,0,0,0,6,61,0,0.066666667,0,0,"Mar","2","4","1","3","Returning_Visitor","FALSE",0
0,0,0,0,2,20,0,0.1,0,0,"Dec","2","2","1","1","Returning_Visitor","FALSE",0
3,49.4,4,321.4,91,6418.819048,0.018181818,0.046632997,13.83791777,0,"Jul","2","2","1","3","Returning_Visitor","FALSE",0
1,23.2,0,0,3,397.8,0,0,0,0,"Aug","2","2","1","4","Returning_Visitor","FALSE",0
9,188.5322344,3,197.4166667,76,1758.912393,0.004901961,0.016913178,22.86584543,0,"Dec","3","2","2","6","Returning_Visitor","FALSE",0
0,0,0,0,5,164.3333333,0.06,0.06,0,0,"Mar","3","2","2","1","Returning_Visitor","FALSE",0
0,0,0,0,2,0,0.2,0.2,0,0,"May","2","2","3","6","Returning_Visitor","FALSE",0
1,18.2,0,0,22,624.76,0.009090909,0.015909091,0,0,"Oct","2","2","7","3","Returning_Visitor","FALSE",0
0,0,0,0,14,598.4333333,0.014285714,0.035714286,0,0,"Jul","2","4","9","3","Returning_Visitor","FALSE",0
5,271.75,1,0,40,675.2020988,0.015,0.019412202,0,0,"Oct","2","2","3","2","Returning_Visitor","FALSE",0
3,155.6078431,1,14,108,2942.021588,0.00025974,0.013002525,7.890931935,0,"Dec","1","1","2","10","Returning_Visitor","FALSE",1
1,107,0,0,27,839.6666667,0.021428571,0.036666667,0,0.4,"May","3","2","3","13","Returning_Visitor","FALSE",0
0,0,1,36.33333333,38,1663.683333,0.005405405,0.022972973,0,0,"Mar","2","2","4","1","Returning_Visitor","FALSE",0
0,0,0,0,3,158,0.033333333,0.033333333,0,0,"Dec","1","1","1","3","New_Visitor","FALSE",0
2,22.2,0,0,18,584.74,0.005882353,0.023529412,0,0,"Aug","1","1","3","2","Returning_Visitor","FALSE",0
2,143.8,2,94.8,23,890.1952381,0,0.004166667,0,0,"Jul","2","2","2","1","New_Visitor","FALSE",0
0,0,0,0,2,0,0.2,0.2,0,0,"Mar","2","4","1","1","Returning_Visitor","FALSE",0
0,0,0,0,27,780.1666667,0,0.022222222,0,0,"Mar","2","4","3","2","Returning_Visitor","FALSE",0
0,0,0,0,2,93.6,0,0.05,0,0,"Oct","2","4","1","2","Returning_Visitor","TRUE",0
0,0,0,0,10,392.5,0,0.02,42.83887416,0,"Nov","1","1","2","2","New_Visitor","FALSE",1
3,92.3,3,68.2,4,81.7,0,0.03125,0,0,"Jul","1","2","1","4","Returning_Visitor","FALSE",0
9,307.360119,4,77.91666667,95,2989.780952,0.005882353,0.014513583,12.74039337,0,"Nov","3","2","4","1","Returning_Visitor","TRUE",0
0,0,0,0,25,903.7,0.036,0.059393939,0,0,"May","2","2","3","4","Returning_Visitor","FALSE",0
0,0,0,0,28,1202,0,0.014285714,0,0,"Mar","2","2","1","10","Returning_Visitor","FALSE",0
5,60.5,0,0,5,50,0,0.025,0,0,"Dec","8","13","9","20","Other","TRUE",1
2,56.4,1,0,72,2101.467925,0.006140351,0.029986961,0,0,"Aug","1","1","2","2","Returning_Visitor","FALSE",0
0,0,0,0,58,3200.366667,0.003448276,0.027586207,0,0,"Mar","2","2","6","1","Returning_Visitor","FALSE",0
0,0,0,0,62,3564.590227,0.021980198,0.052175571,0,0,"Aug","3","2","4","2","Returning_Visitor","FALSE",0
0,0,0,0,28,1252.75,0.010714286,0.042857143,0,0,"Nov","2","2","1","13","Returning_Visitor","FALSE",0
7,150.5,0,0,28,549.0833333,0,0.013571429,2.663333333,0,"May","1","1","1","2","Returning_Visitor","FALSE",1
0,0,0,0,5,23,0.11,0.15,0,0,"Nov","2","2","3","13","Returning_Visitor","FALSE",0
0,0,2,46,9,546,0,0.02,0,0,"Mar","2","6","1","2","Returning_Visitor","FALSE",0
0,0,0,0,2,49,0,0.1,0,0,"Mar","2","2","1","3","Returning_Visitor","TRUE",0
0,0,0,0,8,391.25,0,0.0125,0,0,"Nov","3","2","4","10","Returning_Visitor","TRUE",0
4,58,2,28.5,82,4729.065909,0,0.014544651,9.055465887,0,"Nov","2","2","1","2","Returning_Visitor","FALSE",1
0,0,0,0,9,389,0,0.011111111,0,0,"Mar","2","2","3","3","Returning_Visitor","TRUE",0
2,86.38888889,0,0,29,897.0902778,0.013978495,0.04659824,7.053335001,0,"Nov","2","2","6","3","Returning_Visitor","FALSE",0
0,0,0,0,5,199.5,0,0.01,0,0,"Nov","4","2","1","3","Returning_Visitor","FALSE",0
0,0,0,0,28,341.4583333,0,0.007407407,0,0,"Dec","2","4","3","10","New_Visitor","FALSE",0
0,0,0,0,22,346.8333333,0.038095238,0.057142857,12.55885714,0,"May","2","2","7","2","Returning_Visitor","FALSE",1
1,4,3,148.5,5,185.8333333,0,0.01875,0,0,"Mar","2","2","7","2","Returning_Visitor","FALSE",0
0,0,0,0,7,49.86666667,0.085714286,0.092857143,0,0,"Sep","1","1","9","3","Returning_Visitor","FALSE",0
3,72,0,0,12,871.5,0.015384615,0.030769231,0,0,"Nov","2","2","9","3","Returning_Visitor","FALSE",0
0,0,0,0,26,852.7666667,0.001923077,0.024166667,0,1,"May","3","2","4","1","Returning_Visitor","TRUE",0
0,0,0,0,2,96,0,0.1,0,0,"May","2","7","4","3","Returning_Visitor","FALSE",0
3,17,0,0,62,1493.353846,0.00952381,0.04031746,0,0,"Dec","2","2","1","2","Returning_Visitor","FALSE",0
3,45,1,87,26,485.8333333,0.008,0.016,0,0,"May","1","1","1","2","Returning_Visitor","TRUE",0
0,0,0,0,15,907.5,0.006666667,0.031111111,0,0.6,"May","2","2","7","2","Returning_Visitor","FALSE",0
3,666.2,5,173.54,27,1581.48831,0,0.010419753,35.22837227,0,"Oct","3","6","3","20","Returning_Visitor","FALSE",0
0,0,0,0,68,2614.209722,0,0.006942149,0,0,"Nov","2","2","1","3","Returning_Visitor","TRUE",0
0,0,0,0,8,228,0.025,0.075,0,0,"May","2","2","3","3","Returning_Visitor","FALSE",0
0,0,0,0,9,272.5,0,0.011851852,0,0.2,"Feb","1","1","6","3","Returning_Visitor","FALSE",0
0,0,0,0,40,2046.832418,0.004166667,0.033880952,0,0,"Nov","1","8","1","11","Returning_Visitor","FALSE",1
2,34.91666667,1,33.5,21,496.4821429,0.008695652,0.025120773,0,0,"Dec","3","2","1","2","Returning_Visitor","FALSE",0
0,0,0,0,3,74.6,0,0.066666667,0,0,"Jul","3","2","3","4","Returning_Visitor","TRUE",0
5,427,2,108,36,1564.161905,0.018333333,0.024900794,0,0,"May","3","3","1","2","Returning_Visitor","FALSE",0
8,121.0333333,0,0,9,230.8333333,0,0.035714286,0,0,"Nov","2","2","1","3","Returning_Visitor","FALSE",0
3,60,0,0,29,1846.63547,0.006896552,0.040147783,0,0,"May","3","2","8","6","Returning_Visitor","FALSE",0
0,0,0,0,32,1658.125,0,0.014791667,19.6055151,0,"Nov","2","2","1","10","Returning_Visitor","FALSE",0
1,24.2,0,0,0,0,0,0.066666667,0,0,"Nov","1","1","1","3","Returning_Visitor","TRUE",1
0,0,0,0,12,402.1666667,0.041666667,0.065,0,0,"Mar","3","2","2","1","Returning_Visitor","FALSE",0
3,38.5,0,0,15,130.05,0.023529412,0.050980392,0,0,"Nov","1","1","3","1","Returning_Visitor","FALSE",0
4,67.07142857,0,0,21,2588.958333,0,0.011041667,0,0,"Mar","3","2","2","8","New_Visitor","TRUE",0
9,146,0,0,49,1592.133333,0.003636364,0.02,3.490036364,0,"May","2","2","3","4","Returning_Visitor","TRUE",0
0,0,0,0,1,0,0.2,0.2,0,0,"Nov","2","2","3","1","Returning_Visitor","FALSE",0
2,180.5,0,0,12,472.9166667,0,0.018181818,0,0,"May","1","1","3","3","New_Visitor","FALSE",0
0,0,0,0,57,4115.233333,0.003508772,0.018421053,0,0,"May","2","2","3","13","Returning_Visitor","FALSE",0
